article_id,published_at,source,category,title,article_text,brand_mentioned
NEWS-00817,2025-06-12 23:00:00,Morning Brief,Sports,Coach developments reshape sports outlook,"A new coach report highlights tournament and league developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-03338,2025-06-13 00:00:00,Insight News,Business,Market developments reshape business outlook,"A new market report highlights retail and merger developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-00024,2025-06-13 00:00:00,Daily Ledger,Entertainment,Festival developments reshape entertainment outlook involving OpenAI,"A new festival report highlights music and television developments in the entertainment sector involving OpenAI. Analysts discuss possible effects on audiences, organizations, and future planning.",OpenAI
NEWS-01223,2025-06-13 00:00:00,Daily Ledger,World,Conflict developments reshape world outlook,"A new conflict report highlights trade and diplomacy developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-02730,2025-06-13 00:00:00,Daily Ledger,Entertainment,Celebrity developments reshape entertainment outlook,"A new celebrity report highlights television and music developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-01714,2025-06-13 00:00:00,Insight News,Business,Merger developments reshape business outlook,"A new merger report highlights market and investment developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-03598,2025-06-13 01:00:00,Global Wire,Technology,Software developments reshape technology outlook,"A new software report highlights cybersecurity and startup developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-00956,2025-06-13 01:00:00,Global Wire,Politics,Senate developments reshape politics outlook involving Google,"A new senate report highlights regulation and government developments in the politics sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google
NEWS-03663,2025-06-13 01:00:00,Insight News,Politics,Senate developments reshape politics outlook,"A new senate report highlights government and regulation developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-00502,2025-06-13 02:00:00,Morning Brief,Business,Investment developments reshape business outlook involving Google,"A new investment report highlights earnings and strategy developments in the business sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google
NEWS-01120,2025-06-13 03:00:00,Insight News,Business,Earnings developments reshape business outlook,"A new earnings report highlights retail and strategy developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-04590,2025-06-13 04:00:00,Daily Ledger,Business,Market developments reshape business outlook involving Apple,"A new market report highlights merger and investment developments in the business sector involving Apple. Analysts discuss possible effects on audiences, organizations, and future planning.",Apple
NEWS-03051,2025-06-13 05:00:00,Insight News,Business,Market developments reshape business outlook,"A new market report highlights investment and merger developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-04355,2025-06-13 05:00:00,Insight News,Sports,Season developments reshape sports outlook,"A new season report highlights coach and athlete developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-01581,2025-06-13 06:00:00,Metro Journal,Politics,Senate developments reshape politics outlook,"A new senate report highlights election and policy developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-04123,2025-06-13 06:00:00,Insight News,Business,Market developments reshape business outlook,"A new market report highlights earnings and investment developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
NEWS-00662,2025-06-13 06:00:00,Metro Journal,Business,Earnings developments reshape business outlook,"A new earnings report highlights strategy and investment developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",None
