article_id,published_at,source,category,title,article_text,brand_mentioned,cluster
NEWS-02225,2025-06-14 13:00:00,Insight News,Science,Discovery developments reshape science outlook,"A new discovery report highlights space and laboratory developments in the science sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,2
NEWS-00414,2025-06-14 17:00:00,Global Wire,Sports,Season developments reshape sports outlook,"A new season report highlights tournament and athlete developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-00152,2025-06-14 17:00:00,Morning Brief,Health,Vaccine developments reshape health outlook,"A new vaccine report highlights wellness and hospital developments in the health sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,6
NEWS-02310,2025-06-14 20:00:00,Global Wire,Science,Energy developments reshape science outlook involving Google,"A new energy report highlights climate and research developments in the science sector involving Google. Analysts discuss possible effects on audiences, organizations, and future planning.",Google,2
NEWS-01419,2025-06-14 23:00:00,Morning Brief,World,Diplomacy developments reshape world outlook,"A new diplomacy report highlights trade and summit developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-02141,2025-06-14 23:00:00,Insight News,Business,Investment developments reshape business outlook,"A new investment report highlights earnings and market developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-04024,2025-06-15 00:00:00,Metro Journal,Entertainment,Music developments reshape entertainment outlook,"A new music report highlights streaming and festival developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-03132,2025-06-15 00:00:00,Global Wire,Politics,Senate developments reshape politics outlook,"A new senate report highlights campaign and policy developments in the politics sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,3
NEWS-00603,2025-06-15 02:00:00,Morning Brief,World,Diplomacy developments reshape world outlook,"A new diplomacy report highlights region and trade developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-02425,2025-06-15 03:00:00,Insight News,Business,Investment developments reshape business outlook involving Amazon,"A new investment report highlights merger and earnings developments in the business sector involving Amazon. Analysts discuss possible effects on audiences, organizations, and future planning.",Amazon,1
NEWS-00296,2025-06-15 04:00:00,Metro Journal,Entertainment,Streaming developments reshape entertainment outlook,"A new streaming report highlights music and festival developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-00110,2025-06-15 04:00:00,Global Wire,Entertainment,Festival developments reshape entertainment outlook involving Amazon,"A new festival report highlights television and music developments in the entertainment sector involving Amazon. Analysts discuss possible effects on audiences, organizations, and future planning.",Amazon,0
NEWS-00913,2025-06-15 08:00:00,Metro Journal,Sports,Championship developments reshape sports outlook,"A new championship report highlights league and season developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-02620,2025-06-15 09:00:00,Insight News,Entertainment,Streaming developments reshape entertainment outlook involving Nike,"A new streaming report highlights celebrity and television developments in the entertainment sector involving Nike. Analysts discuss possible effects on audiences, organizations, and future planning.",Nike,0
NEWS-01759,2025-06-15 10:00:00,Global Wire,Science,Discovery developments reshape science outlook involving Tesla,"A new discovery report highlights laboratory and energy developments in the science sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,2
NEWS-02095,2025-06-15 10:00:00,Global Wire,Business,Strategy developments reshape business outlook,"A new strategy report highlights merger and investment developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-02528,2025-06-15 12:00:00,Daily Ledger,Entertainment,Film developments reshape entertainment outlook,"A new film report highlights music and television developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-03458,2025-06-15 12:00:00,Daily Ledger,Entertainment,Film developments reshape entertainment outlook involving Nike,"A new film report highlights music and celebrity developments in the entertainment sector involving Nike. Analysts discuss possible effects on audiences, organizations, and future planning.",Nike,0
